Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,74.69999694824219,75.0,74.12000274658203,74.22000122070312,60.73110580444336,6859300
2012-01-04,74.0999984741211,74.5999984741211,73.58999633789062,74.33000183105469,60.821102142333984,4923000
2012-01-05,73.7699966430664,73.9000015258789,72.73999786376953,73.52999877929688,60.16649627685547,6797900
2012-01-06,73.7300033569336,74.2699966430664,72.94999694824219,73.9800033569336,60.534725189208984,4779800
2012-01-09,74.80999755859375,74.87000274658203,74.18000030517578,74.52999877929688,60.984745025634766,4469600
2012-01-10,75.12999725341797,75.33999633789062,74.5,75.0,61.36932373046875,4622400
2012-01-11,74.77999877929688,74.94999694824219,74.2300033569336,74.73999786376953,61.15659713745117,3082700
2012-01-12,74.80999755859375,75.69000244140625,74.77999877929688,75.51000213623047,61.78664779663086,3934500
2012-01-13,75.04000091552734,75.19999694824219,74.16000366210938,74.5999984741211,61.042022705078125,4641100
2012-01-17,75.30000305175781,76.0,75.13999938964844,75.23999786376953,61.56571578979492,3700100
2012-01-18,74.94999694824219,75.44999694824219,74.7699966430664,75.05999755859375,61.41844177246094,4189500
2012-01-19,75.2699966430664,75.91999816894531,75.0999984741211,75.55999755859375,61.82756423950195,5397300
2012-01-20,75.68000030517578,75.9000015258789,75.13999938964844,75.5199966430664,61.794822692871094,4552300
2012-01-23,75.66000366210938,76.37000274658203,75.31999969482422,75.51000213623047,61.78664779663086,4083700
2012-01-24,75.05999755859375,75.62000274658203,74.5999984741211,75.36000061035156,61.66389083862305,4942700
2012-01-25,73.97000122070312,76.69999694824219,72.8499984741211,75.81999969482422,62.04029846191406,14049100
2012-01-26,75.83999633789062,76.36000061035156,75.0,75.30999755859375,61.62300491333008,4187400
2012-01-27,74.80000305175781,75.2300033569336,74.4000015258789,74.55000305175781,61.00112533569336,4754600
2012-01-30,73.98999786376953,74.3499984741211,73.68000030517578,74.16000366210938,60.682010650634766,5043000
2012-01-31,74.51000213623047,75.19999694824219,73.95999908447266,74.18000030517578,60.69837188720703,4777200
2012-02-01,74.95999908447266,75.88999938964844,74.95999908447266,75.37000274658203,61.67211151123047,4296400
2012-02-02,75.19999694824219,75.33000183105469,74.5,75.22000122070312,61.54935073852539,3528100
2012-02-03,76.08999633789062,76.73999786376953,75.86000061035156,76.33999633789062,62.46579360961914,3472400
2012-02-06,75.26000213623047,75.55000305175781,75.16000366210938,75.45999908447266,61.745731353759766,4162500
2012-02-07,75.04000091552734,75.3499984741211,74.30000305175781,75.19999694824219,61.5329704284668,4438700
2012-02-08,74.70999908447266,75.6500015258789,74.51000213623047,75.45999908447266,62.10913848876953,5350000
2012-02-09,75.77999877929688,76.2300033569336,75.37000274658203,75.9000015258789,62.47129821777344,4491100
2012-02-10,75.44999694824219,75.55999755859375,74.56999969482422,74.94999694824219,61.689369201660156,3361700
2012-02-13,75.5,75.51000213623047,74.75,74.8499984741211,61.607059478759766,3456500
2012-02-14,75.51000213623047,75.56999969482422,74.9000015258789,75.55999755859375,62.19145202636719,4652000
2012-02-15,75.86000061035156,76.0,75.0,75.20999908447266,61.90338134765625,4252400
2012-02-16,75.04000091552734,75.47000122070312,74.87000274658203,75.2699966430664,61.9527587890625,4992800
2012-02-17,75.52999877929688,75.55000305175781,75.0199966430664,75.3499984741211,62.01860046386719,4927300
2012-02-21,75.66999816894531,75.94999694824219,75.08000183105469,75.72000122070312,62.32313537597656,3978100
